0,1
dataset/waves/bgwo3s.wav,bin green with o three soon
dataset/waves/lgaz7s.wav,lay green at z seven soon
dataset/waves/brif5s.wav,bin red in f five soon
dataset/waves/bbwg1s.wav,bin blue with g one soon
dataset/waves/lbak3a.wav,lay blue at k three again
dataset/waves/lbwy8p.wav,lay blue with y eight please
dataset/waves/pgwlzn.wav,place green with l zero now
dataset/waves/bbiz1s.wav,bin blue in z one soon
dataset/waves/bwit1a.wav,bin white in t one again
dataset/waves/lbad6n.wav,lay blue at d six now
dataset/waves/lrwr9s.wav,lay red with r nine soon
dataset/waves/pwij5a.wav,place white in j five again
dataset/waves/lrbr5s.wav,lay red by r five soon
dataset/waves/brwt6p.wav,bin red with t six please
dataset/waves/pgiq2n.wav,place green in q two now
dataset/waves/sgii3s.wav,set green in i three soon
dataset/waves/pgwr5s.wav,place green with r five soon
dataset/waves/pgid6p.wav,place green in d six please
dataset/waves/pgwr4n.wav,place green with r four now
dataset/waves/srwc1a.wav,set red with c one again
dataset/waves/lgal9s.wav,lay green at l nine soon
dataset/waves/bwwa9s.wav,bin white with a nine soon
dataset/waves/prii8p.wav,place red in i eight please
dataset/waves/lbid3s.wav,lay blue in d three soon
dataset/waves/brwn3a.wav,bin red with n three again
dataset/waves/lgaf4n.wav,lay green at f four now
dataset/waves/lbbe3a.wav,lay blue by e three again
dataset/waves/lwiy9a.wav,lay white in y nine again
dataset/waves/pwidzp.wav,place white in d zero please
dataset/waves/lrid8n.wav,lay red in d eight now
dataset/waves/swbv4p.wav,set white by v four please
dataset/waves/swiu4n.wav,set white in u four now
dataset/waves/brimzp.wav,bin red in m zero please
dataset/waves/sgwx5a.wav,set green with x five again
dataset/waves/sgbv8n.wav,set green by v eight now
dataset/waves/swib4p.wav,set white in b four please
dataset/waves/pwip9a.wav,place white in p nine again
dataset/waves/sgbc6n.wav,set green by c six now
dataset/waves/srao1a.wav,set red at o one again
dataset/waves/bwba4n.wav,bin white by a four now
dataset/waves/bgig8p.wav,bin green in g eight please
dataset/waves/bwbt7s.wav,bin white by t seven soon
dataset/waves/lbbezn.wav,lay blue by e zero now
dataset/waves/bbbs5s.wav,bin blue by s five soon
dataset/waves/pgayzn.wav,place green at y zero now
dataset/waves/bbbf9a.wav,bin blue by f nine again
dataset/waves/lgiz3s.wav,lay green in z three soon
dataset/waves/pwix2p.wav,place white in x two please
dataset/waves/pbbc4n.wav,place blue by c four now
dataset/waves/pgix7s.wav,place green in x seven soon
dataset/waves/pgak5a.wav,place green at k five again
dataset/waves/swai1s.wav,set white at i one soon
dataset/waves/srwb9s.wav,set red with b nine soon
dataset/waves/sbwb2n.wav,set blue with b two now
dataset/waves/lrbl1s.wav,lay red by l one soon
dataset/waves/prwk1a.wav,place red with k one again
dataset/waves/lgir8n.wav,lay green in r eight now
dataset/waves/srin6p.wav,set red in n six please
dataset/waves/lwwf6n.wav,lay white with f six now
dataset/waves/srah4n.wav,set red at h four now
dataset/waves/bwba7a.wav,bin white by a seven again
dataset/waves/prajzn.wav,place red at j zero now
dataset/waves/swau9s.wav,set white at u nine soon
dataset/waves/srwvzn.wav,set red with v zero now
dataset/waves/lgwazp.wav,lay green with a zero please
dataset/waves/sbwh7s.wav,set blue with h seven soon
dataset/waves/sgiv1s.wav,set green in v one soon
dataset/waves/srah7a.wav,set red at h seven again
dataset/waves/sbwu4n.wav,set blue with u four now
dataset/waves/brbg5a.wav,bin red by g five again
dataset/waves/pripzn.wav,place red in p zero now
dataset/waves/bbwm4n.wav,bin blue with m four now
dataset/waves/bgwh9s.wav,bin green with h nine soon
dataset/waves/lgas4p.wav,lay green at s four please
dataset/waves/pwbd6n.wav,place white by d six now
dataset/waves/pgay2p.wav,place green at y two please
dataset/waves/bgau1a.wav,bin green at u one again
dataset/waves/pbbi8n.wav,place blue by i eight now
dataset/waves/lbbk7a.wav,lay blue by k seven again
dataset/waves/lrak6n.wav,lay red at k six now
dataset/waves/bgah3a.wav,bin green at h three again
dataset/waves/bragzp.wav,bin red at g zero please
dataset/waves/lray4n.wav,lay red at y four now
dataset/waves/srwo7s.wav,set red with o seven soon
dataset/waves/bwag5s.wav,bin white at g five soon
dataset/waves/sgav6p.wav,set green at v six please
dataset/waves/lrak9a.wav,lay red at k nine again
dataset/waves/bbaf2n.wav,bin blue at f two now
dataset/waves/prip1s.wav,place red in p one soon
dataset/waves/lgbs7s.wav,lay green by s seven soon
dataset/waves/brwt7a.wav,bin red with t seven again
dataset/waves/sgai7s.wav,set green at i seven soon
dataset/waves/bwbt9a.wav,bin white by t nine again
dataset/waves/bwba6p.wav,bin white by a six please
dataset/waves/bwat3s.wav,bin white at t three soon
dataset/waves/bwat4p.wav,bin white at t four please
dataset/waves/bbbf6n.wav,bin blue by f six now
dataset/waves/bram5a.wav,bin red at m five again
dataset/waves/swau8n.wav,set white at u eight now
dataset/waves/pbii3a.wav,place blue in i three again
dataset/waves/pbii2p.wav,place blue in i two please
dataset/waves/prbdzn.wav,place red by d zero now
dataset/waves/lwiy6n.wav,lay white in y six now
dataset/waves/bwag7a.wav,bin white at g seven again
dataset/waves/swwc4n.wav,set white with c four now
dataset/waves/bbbf7s.wav,bin blue by f seven soon
dataset/waves/lrby8n.wav,lay red by y eight now
dataset/waves/lbix5s.wav,lay blue in x five soon
dataset/waves/pwaj6n.wav,place white at j six now
dataset/waves/bgaa7s.wav,bin green at a seven soon
dataset/waves/lgiz5a.wav,lay green in z five again
dataset/waves/pwbq6p.wav,place white by q six please
dataset/waves/pgbe5a.wav,place green by e five again
dataset/waves/lbby4p.wav,lay blue by y four please
dataset/waves/bras6n.wav,bin red at s six now
dataset/waves/brbt1s.wav,bin red by t one soon
dataset/waves/brwa4p.wav,bin red with a four please
dataset/waves/srbh9s.wav,set red by h nine soon
dataset/waves/lbwe7a.wav,lay blue with e seven again
dataset/waves/sbahzp.wav,set blue at h zero please
dataset/waves/pgbk6n.wav,place green by k six now
dataset/waves/lbwe4n.wav,lay blue with e four now
dataset/waves/brbg3s.wav,bin red by g three soon
dataset/waves/pwbx9s.wav,place white by x nine soon
dataset/waves/pwbq7a.wav,place white by q seven again
dataset/waves/srwv3a.wav,set red with v three again
dataset/waves/lrid9s.wav,lay red in d nine soon
dataset/waves/pwwy4p.wav,place white with y four please
dataset/waves/swbc3a.wav,set white by c three again
dataset/waves/srbb4n.wav,set red by b four now
dataset/waves/lbak2p.wav,lay blue at k two please
dataset/waves/pgij8n.wav,place green in j eight now
dataset/waves/lbax8n.wav,lay blue at x eight now
dataset/waves/lbid4p.wav,lay blue in d four please
dataset/waves/sbwu7a.wav,set blue with u seven again
dataset/waves/bgbh6p.wav,bin green by h six please
dataset/waves/lbid5a.wav,lay blue in d five again
dataset/waves/brbazp.wav,bin red by a zero please
dataset/waves/pwbq5s.wav,place white by q five soon
dataset/waves/bbbm1s.wav,bin blue by m one soon
dataset/waves/bwag6p.wav,bin white at g six please
dataset/waves/bgbh5s.wav,bin green by h five soon
dataset/waves/bgbu2n.wav,bin green by u two now
dataset/waves/lbwy9a.wav,lay blue with y nine again
dataset/waves/pwij3s.wav,place white in j three soon
dataset/waves/srbizp.wav,set red by i zero please
dataset/waves/bgauzp.wav,bin green at u zero please
dataset/waves/pgwr7a.wav,place green with r seven again
dataset/waves/sbwh8p.wav,set blue with h eight please
dataset/waves/lwiy7s.wav,lay white in y seven soon
dataset/waves/sgwx3s.wav,set green with x three soon
dataset/waves/pbbi9s.wav,place blue by i nine soon
dataset/waves/srwo6n.wav,set red with o six now
dataset/waves/bwim4n.wav,bin white in m four now
dataset/waves/sbiazn.wav,set blue in a zero now
dataset/waves/srbu7s.wav,set red by u seven soon
dataset/waves/lbwy7s.wav,lay blue with y seven soon
dataset/waves/bram3s.wav,bin red at m three soon
dataset/waves/lbby5a.wav,lay blue by y five again
dataset/waves/braf9s.wav,bin red at f nine soon
dataset/waves/sgav5s.wav,set green at v five soon
dataset/waves/priv7a.wav,place red in v seven again
dataset/waves/bgbh4n.wav,bin green by h four now
dataset/waves/lrby9s.wav,lay red by y nine soon
dataset/waves/bbir7s.wav,bin blue in r seven soon
dataset/waves/sgbc7s.wav,set green by c seven soon
dataset/waves/srbb6p.wav,set red by b six please
dataset/waves/brwg8p.wav,bin red with g eight please
dataset/waves/bgit5s.wav,bin green in t five soon
dataset/waves/pwwrzp.wav,place white with r zero please
dataset/waves/lwwm3a.wav,lay white with m three again
dataset/waves/prax1a.wav,place red at x one again
dataset/waves/lwbf5a.wav,lay white by f five again
dataset/waves/brwn1s.wav,bin red with n one soon
dataset/waves/pbbp2n.wav,place blue by p two now
dataset/waves/bbaz4n.wav,bin blue at z four now
dataset/waves/pbwd1a.wav,place blue with d one again
dataset/waves/bras8p.wav,bin red at s eight sp please
dataset/waves/bbbz9s.wav,bin blue by z nine soon
dataset/waves/pbbc6p.wav,place blue by c six please
dataset/waves/pbib6n.wav,place blue in b six now
dataset/waves/pgaq9a.wav,place green at q nine again
dataset/waves/lbwr4p.wav,lay blue with r four please
dataset/waves/lrwl6p.wav,lay red with l six please
dataset/waves/lwaz3a.wav,lay white at z three again
dataset/waves/bwat5a.wav,bin white at t five again
dataset/waves/bgaa9a.wav,bin green at a nine again
dataset/waves/sgav7a.wav,set green at v seven again
dataset/waves/swbi5s.wav,set white by i five soon
dataset/waves/praxzp.wav,place red at x zero please
dataset/waves/bwaazn.wav,bin white at a zero now
dataset/waves/srab3a.wav,set red at b three again
dataset/waves/bbaz6p.wav,bin blue at z six please
dataset/waves/prwj9s.wav,place red with j nine soon
dataset/waves/bwan1a.wav,bin white at n one again
dataset/waves/sria8p.wav,set red in a eight please
dataset/waves/prbj4n.wav,place red by j four now
dataset/waves/pgbe4p.wav,place green by e four please
dataset/waves/lwae8n.wav,lay white at e eight now
dataset/waves/braf8n.wav,bin red at f eight now
dataset/waves/pgid4n.wav,place green in d four now
dataset/waves/pwip8p.wav,place white in p eight please
dataset/waves/lwwf7s.wav,lay white with f seven soon
dataset/waves/sgap2p.wav,set green at p two please
dataset/waves/lwal3s.wav,lay white at l three soon
dataset/waves/prbj6p.wav,place red by j six please
dataset/waves/pwwq9s.wav,place white with q nine soon
dataset/waves/bwaa3a.wav,bin white at a three again
dataset/waves/lriy3a.wav,lay red in y three again
dataset/waves/lgbf8n.wav,lay green by f eight now
dataset/waves/pgikzp.wav,place green in k zero please
dataset/waves/bgah1s.wav,bin green at h one soon
dataset/waves/lgbf9s.wav,lay green by f nine soon
dataset/waves/sriuzp.wav,set red in u zero please
dataset/waves/sgbc9a.wav,set green by c nine again
dataset/waves/bwis9s.wav,bin white in s nine soon
dataset/waves/srau2n.wav,set red at u two now
dataset/waves/pbbv8p.wav,place blue by v eight please
dataset/waves/lgwa1a.wav,lay green with a one again
dataset/waves/brwa5a.wav,bin red with a five again
dataset/waves/lgwm7s.wav,lay green with m seven soon
dataset/waves/lwal4p.wav,lay white at l four please
dataset/waves/sbit4p.wav,set blue in t four please
dataset/waves/prap6p.wav,place red at sp p six please
dataset/waves/pric5a.wav,place red in c five again
dataset/waves/lbbk6p.wav,lay blue by k six please
dataset/waves/sgap1s.wav,set green at p one soon
dataset/waves/pwaqzn.wav,place white at q zero now
dataset/waves/lrbzzp.wav,lay red by z zero please
dataset/waves/bwwh4p.wav,bin white with h four please
dataset/waves/lgwt2p.wav,lay green with t two please
dataset/waves/lwwz9s.wav,lay white with z nine soon
dataset/waves/briz6n.wav,bin red in z six now
dataset/waves/lrae4p.wav,lay red at e four please
dataset/waves/lbad8p.wav,lay blue at d eight please
dataset/waves/lbaq4n.wav,lay blue at q four now
dataset/waves/lbix7a.wav,lay blue in x seven again
dataset/waves/lgas5a.wav,lay green at s five again
dataset/waves/srbo5a.wav,set red by o five again
dataset/waves/pgiq3s.wav,place green in q three soon
dataset/waves/prwd5s.wav,place red with d five soon
dataset/waves/pgix6n.wav,place green in x six now
dataset/waves/swbv2n.wav,set white by v two now
dataset/waves/pwax7a.wav,place white at x seven again
dataset/waves/bbwm5s.wav,bin blue with m five soon
dataset/waves/lgbs8p.wav,lay green by s eight please
dataset/waves/lrwz2n.wav,lay red with z sp two now
dataset/waves/lrws1a.wav,lay red with s one again
dataset/waves/pbai7a.wav,place blue at i seven again
dataset/waves/lwbl6n.wav,lay white by l six now
dataset/waves/brbm6n.wav,bin red by m six now
dataset/waves/lbayzp.wav,lay blue at y zero please
dataset/waves/sbah1a.wav,set blue at h one again
dataset/waves/bram2n.wav,bin red at m two now
dataset/waves/brif4n.wav,bin red in f four now
dataset/waves/bgin3a.wav,bin green in n three again
dataset/waves/bbbz8n.wav,bin blue by z eight now
dataset/waves/lrblzn.wav,lay red by l zero now
dataset/waves/pbio7a.wav,place blue in o seven again
dataset/waves/pgak2n.wav,place green at k two now
dataset/waves/prbx5a.wav,place red by x five again
dataset/waves/lwbs1s.wav,lay white by s one soon
dataset/waves/pgwr6p.wav,place green with r six please
dataset/waves/sgai8p.wav,set green at i eight please
dataset/waves/briz9a.wav,bin red in z nine again
dataset/waves/lgil6p.wav,lay green in l six please
dataset/waves/bbir6n.wav,bin blue in r six now
dataset/waves/pwwk6p.wav,place white with k six please
dataset/waves/sgii5a.wav,set green in i five again
dataset/waves/swwv9a.wav,set white with sp v nine again
dataset/waves/pgaq8p.wav,place green at q eight please
dataset/waves/bwanzp.wav,bin white at n zero please
dataset/waves/bwwuzn.wav,bin white with u zero now
dataset/waves/swwv7s.wav,set white with v seven soon
dataset/waves/brim1a.wav,bin red in m one again
dataset/waves/pbio5s.wav,place blue in o five soon
dataset/waves/sbbh5a.wav,set blue by h five again
dataset/waves/lwbf4p.wav,lay white by f four please
dataset/waves/lwaz1s.wav,lay white at z one soon
dataset/waves/srwi5a.wav,set red with i five again
dataset/waves/lbwy6n.wav,lay blue with y six now
dataset/waves/lbiq3a.wav,lay blue in q three again
dataset/waves/lrwr8n.wav,lay red with r eight now
dataset/waves/brwt5s.wav,bin red with t five soon
dataset/waves/pgik1a.wav,place green in k one again
dataset/waves/pbbj1a.wav,place blue by j one again
dataset/waves/lbiq1s.wav,lay blue in q one soon
dataset/waves/lwal5a.wav,lay white at l five again
dataset/waves/brwg7s.wav,bin red with g seven soon
dataset/waves/srah6p.wav,set red at h six please
dataset/waves/lwbz4n.wav,lay white by z four now
dataset/waves/bgaa8p.wav,bin green at a eight please
dataset/waves/srbb7a.wav,set red by b seven again
dataset/waves/sgwp9s.wav,set green with p nine soon
dataset/waves/prac6n.wav,place red at c six now
dataset/waves/lwwm1s.wav,lay white with m one soon
dataset/waves/swav1a.wav,set white at v one again
dataset/waves/srin5s.wav,set red in n five soon
dataset/waves/pwbk1s.wav,place white by k one soon
dataset/waves/bwam8n.wav,bin white at m eight now
dataset/waves/swwi9s.wav,set white with i nine soon
dataset/waves/bbwg2p.wav,bin blue with g two please
dataset/waves/pwwk7a.wav,place white with k seven again
dataset/waves/sgai6n.wav,set green at i six now
dataset/waves/bbil4p.wav,bin blue in l four please
dataset/waves/sgib9s.wav,set green in b nine soon
dataset/waves/swwjzp.wav,set white with j zero please
dataset/waves/swai2p.wav,set white at i two please
dataset/waves/sgii2n.wav,set green in i two now
dataset/waves/lrwfzn.wav,lay red with f zero now
dataset/waves/lbby2n.wav,lay blue by y two now
dataset/waves/sgio9a.wav,set green in o nine again
dataset/waves/prac9a.wav,place red at c nine again
dataset/waves/pgwe6n.wav,place green with e six now
dataset/waves/prbd3a.wav,place red by d three again
dataset/waves/sgwj7a.wav,set green with j seven again
dataset/waves/bbbf8p.wav,bin blue by f eight please
dataset/waves/lgaz9a.wav,lay green at z nine again
dataset/waves/sbbbzp.wav,set blue by b zero please
dataset/waves/lbwr3s.wav,lay blue with r three soon
dataset/waves/pbwp8p.wav,place blue with p eight please
dataset/waves/lbid2n.wav,lay blue in d two now
dataset/waves/bgan6p.wav,bin green at n six please
dataset/waves/pbai4n.wav,place blue at i four now
dataset/waves/sbwb5a.wav,set blue with b five again
dataset/waves/pbav5a.wav,place blue at v five again
dataset/waves/sgio6n.wav,set green in o six now
dataset/waves/lgbm4p.wav,lay green by m four please
dataset/waves/pwbd8p.wav,place white by d eight please
dataset/waves/prbj5s.wav,place red by j five soon
dataset/waves/bwwb1a.wav,bin white with b one again
dataset/waves/bwwh3s.wav,bin white with h three soon
dataset/waves/lrwl7a.wav,lay red with l seven again
dataset/waves/lgbgzp.wav,lay green by g zero please
